User_ID,Age,Income,City_Tier,Device_Type,Traffic_Source,Pages_Viewed,Products_Viewed,Time_On_Site,Previous_Purchases,Discount_Seen,Browser_Version,Campaign_Code,Converted
U04420,31,70193,Tier1,Mobile,Paid,11,3,379,0,0,Edge_v119,CAMP_C,0
U04421,18,20000,Tier1,Tablet,Paid,12,9,463,3,0,Edge_v119,CAMP_D,0
U04422,39,47008,Tier3,Mobile,Email,8,7,80,1,0,Safari_v17,CAMP_D,0
U04423,56,55177,Tier2,Mobile,Social,8,8,39,1,0,Firefox_v121,CAMP_B,0
U04424,31,61641,Tier3,Mobile,Paid,7,5,560,3,0,Safari_v17,CAMP_B,0
U04425,20,27109,Tier2,Desktop,Direct,3,2,110,5,1,Chrome_v120,CAMP_B,0
U04426,41,37880,Tier2,Desktop,Paid,7,7,37,0,0,Safari_v17,CAMP_D,0
U04427,52,41201,Tier1,Mobile,Paid,8,5,237,2,0,Safari_v17,CAMP_B,0
U04428,40,43416,Tier1,Desktop,Organic,4,5,231,3,0,Edge_v119,CAMP_D,0
U04429,52,43853,Tier1,Mobile,Organic,10,4,398,1,0,Firefox_v121,CAMP_D,0
U04430,42,55294,Tier3,Desktop,Organic,17,2,109,2,1,Firefox_v121,CAMP_A,0
U04431,42,72098,Tier2,Tablet,Direct,9,7,1248,2,0,Firefox_v121,CAMP_B,0
U04432,29,173604,Tier2,Mobile,Paid,11,2,101,0,1,Firefox_v121,CAMP_A,0
U04433,37,100965,Tier2,Desktop,Paid,8,6,388,3,0,Safari_v17,CAMP_A,0
U04434,34,131942,Tier3,Desktop,Email,9,3,421,3,1,Edge_v119,CAMP_B,0
U04435,34,44870,Tier1,Mobile,Social,9,4,411,4,1,Edge_v119,CAMP_D,1
U04436,32,32782,Tier1,Tablet,Social,6,6,131,3,0,Firefox_v121,CAMP_D,0
U04437,37,96843,Tier2,Mobile,Organic,7,6,345,2,0,Safari_v17,CAMP_D,0
U04438,22,59294,Tier3,Mobile,Email,10,5,25,1,0,Firefox_v121,CAMP_B,0
U04439,43,92798,Tier3,Mobile,Organic,7,5,596,0,0,Firefox_v121,CAMP_D,0
U04440,26,35264,Tier1,Mobile,Organic,8,8,582,3,1,Edge_v119,CAMP_A,0
U04441,32,88357,Tier3,Desktop,Organic,10,7,10,2,0,Edge_v119,CAMP_C,0
U04442,38,53898,Tier3,Desktop,Organic,6,8,306,3,0,Firefox_v121,CAMP_B,0
U04443,25,45408,Tier1,Tablet,Organic,3,3,74,4,0,Safari_v17,CAMP_C,1
U04444,18,48047,Tier2,Mobile,Social,10,7,477,0,1,Firefox_v121,CAMP_A,0
U04445,31,80359,Tier2,Mobile,Organic,10,8,124,1,0,Edge_v119,CAMP_C,0
U04446,20,95271,Tier3,Mobile,Social,10,4,191,4,0,Edge_v119,CAMP_A,0
U04447,42,48057,Tier1,Mobile,Organic,14,6,322,2,1,Safari_v17,CAMP_C,0
U04448,23,73613,Tier3,Tablet,Organic,17,8,45,2,1,Firefox_v121,CAMP_C,0
U04449,49,73459,Tier2,Desktop,Paid,9,2,107,1,0,Firefox_v121,CAMP_D,0
U04450,34,93246,Tier3,Mobile,Direct,11,5,820,3,0,Chrome_v120,CAMP_C,0
U04451,35,108244,Tier2,Desktop,Email,9,5,163,4,0,Firefox_v121,CAMP_A,0
U04452,18,177501,Tier2,Desktop,Direct,8,7,370,1,1,Safari_v17,CAMP_A,0
U04453,36,45292,Tier3,Mobile,Social,9,6,191,0,0,Edge_v119,CAMP_A,0
U04454,34,143775,Tier3,Desktop,Social,5,5,280,3,0,Chrome_v120,CAMP_B,0
U04455,22,64231,Tier3,Mobile,Social,10,8,523,1,1,Safari_v17,CAMP_A,0
U04456,35,31042,Tier1,Mobile,Social,11,7,109,3,1,Safari_v17,CAMP_B,0
U04457,31,40526,Tier2,Mobile,Organic,6,6,204,1,1,Chrome_v120,CAMP_A,0
U04458,32,79187,Tier1,Mobile,Paid,6,4,179,2,0,Firefox_v121,CAMP_B,0
U04459,35,92434,Tier2,Mobile,Paid,10,4,456,5,0,Chrome_v120,CAMP_C,0
U04460,30,32540,Tier2,Mobile,Paid,9,2,164,1,0,Safari_v17,CAMP_C,0
U04461,37,37860,Tier2,Mobile,Paid,7,7,637,3,0,Firefox_v121,CAMP_A,0
U04462,34,43483,Tier2,Desktop,Organic,10,4,191,1,0,Edge_v119,CAMP_B,0
U04463,39,35666,Tier3,Tablet,Paid,8,6,114,0,0,Chrome_v120,CAMP_D,0
U04464,29,20000,Tier1,Desktop,Organic,6,0,90,5,0,Safari_v17,CAMP_D,0
U04465,24,20000,Tier2,Mobile,Direct,9,5,283,4,0,Firefox_v121,CAMP_D,1
U04466,27,47615,Tier2,Mobile,Organic,9,8,46,5,0,Safari_v17,CAMP_C,0
U04467,49,69650,Tier1,Mobile,Organic,9,6,30,1,0,Firefox_v121,CAMP_C,0
U04468,44,88729,Tier1,Mobile,Email,10,4,335,3,0,Firefox_v121,CAMP_B,0
U04469,47,26439,Tier3,Desktop,Paid,6,10,765,2,0,Chrome_v120,CAMP_A,0
U04470,47,26710,Tier3,Desktop,Organic,5,8,157,2,0,Edge_v119,CAMP_C,0
U04471,30,43618,Tier3,Desktop,Paid,10,7,74,0,0,Firefox_v121,CAMP_A,0
U04472,37,59994,Tier3,Desktop,Organic,9,2,221,1,1,Safari_v17,CAMP_D,0
U04473,35,109674,Tier1,Mobile,Organic,9,5,42,2,0,Firefox_v121,CAMP_D,0
U04474,41,92100,Tier2,Mobile,Organic,6,2,286,1,0,Edge_v119,CAMP_A,0
U04475,32,48016,Tier2,Desktop,Paid,9,3,158,7,1,Safari_v17,CAMP_B,0
U04476,35,74316,Tier2,Mobile,Email,9,1,469,2,1,Firefox_v121,CAMP_D,0
U04477,35,36093,Tier2,Mobile,Social,3,2,30,2,0,Firefox_v121,CAMP_B,0
U04478,40,62605,Tier2,Mobile,Social,7,5,91,1,0,Chrome_v120,CAMP_D,0
U04479,41,57673,Tier2,Mobile,Organic,6,8,472,0,0,Edge_v119,CAMP_C,0
U04480,35,139048,Tier2,Mobile,Paid,5,2,609,0,0,Firefox_v121,CAMP_D,0
U04481,36,80509,Tier1,Desktop,Email,11,11,531,3,0,Edge_v119,CAMP_B,0
U04482,37,37704,Tier2,Desktop,Organic,8,8,90,4,0,Firefox_v121,CAMP_C,1
U04483,51,37936,Tier2,Mobile,Email,9,8,66,3,1,Safari_v17,CAMP_D,0
U04484,18,49027,Tier2,Mobile,Paid,12,6,120,2,1,Edge_v119,CAMP_C,0
U04485,25,23419,Tier1,Desktop,Email,11,3,660,2,0,Safari_v17,CAMP_C,0
U04486,41,52155,Tier3,Mobile,Paid,9,4,396,1,0,Edge_v119,CAMP_D,0
U04487,37,54929,Tier1,Mobile,Paid,9,5,180,4,0,Safari_v17,CAMP_A,0
U04488,37,79214,Tier2,Mobile,Email,13,4,153,1,0,Firefox_v121,CAMP_A,0
U04489,41,86445,Tier3,Mobile,Email,15,2,368,2,0,Safari_v17,CAMP_B,0
U04490,37,63535,Tier2,Desktop,Organic,11,6,474,2,1,Safari_v17,CAMP_B,0
U04491,29,22516,Tier1,Desktop,Direct,5,5,164,0,1,Firefox_v121,CAMP_D,0
U04492,41,28778,Tier2,Mobile,Organic,11,3,274,2,0,Edge_v119,CAMP_C,0
U04493,35,41645,Tier2,Mobile,Organic,10,4,333,4,1,Safari_v17,CAMP_C,0
U04494,30,88554,Tier3,Mobile,Social,6,6,130,3,1,Chrome_v120,CAMP_A,0
U04495,41,86778,Tier3,Mobile,Social,6,7,668,1,0,Chrome_v120,CAMP_A,0
U04496,41,51551,Tier2,Tablet,Direct,5,5,138,2,0,Safari_v17,CAMP_C,0
U04497,37,246677,Tier2,Desktop,Paid,8,4,60,0,0,Safari_v17,CAMP_C,0
U04498,52,152808,Tier1,Mobile,Organic,8,5,87,3,1,Safari_v17,CAMP_B,0
U04499,48,125989,Tier1,Desktop,Social,8,6,733,5,0,Edge_v119,CAMP_C,0
U04500,45,91162,Tier2,Desktop,Organic,7,5,210,0,1,Firefox_v121,CAMP_C,0
U04501,60,78836,Tier2,Desktop,Paid,10,8,118,3,1,Chrome_v120,CAMP_D,0
U04502,33,75459,Tier2,Mobile,Paid,5,6,45,2,0,Chrome_v120,CAMP_C,0
U04503,30,20271,Tier1,Mobile,Organic,7,3,27,1,0,Edge_v119,CAMP_A,0
U04504,43,31863,Tier1,Desktop,Paid,6,3,258,4,0,Safari_v17,CAMP_A,0
U04505,32,52402,Tier2,Mobile,Paid,9,4,228,1,0,Safari_v17,CAMP_B,0
U04506,35,64648,Tier1,Tablet,Social,13,4,303,2,0,Firefox_v121,CAMP_B,1
U04507,25,55565,Tier3,Desktop,Social,6,6,40,1,0,Firefox_v121,CAMP_D,0
U04508,41,70499,Tier1,Tablet,Organic,6,12,377,1,1,Chrome_v120,CAMP_B,0
U04509,20,20000,Tier2,Mobile,Organic,9,4,43,2,1,Firefox_v121,CAMP_C,1
U04510,34,81096,Tier3,Desktop,Organic,7,5,135,1,0,Chrome_v120,CAMP_C,0
U04511,34,62148,Tier1,Mobile,Organic,10,2,134,0,0,Edge_v119,CAMP_D,0
U04512,30,53504,Tier2,Tablet,Social,10,2,751,1,0,Safari_v17,CAMP_A,0
U04513,18,104442,Tier1,Mobile,Direct,6,5,119,1,0,Safari_v17,CAMP_C,0
U04514,18,31974,Tier2,Mobile,Social,5,12,144,3,0,Chrome_v120,CAMP_C,0
U04515,27,51940,Tier2,Desktop,Social,4,2,168,3,0,Safari_v17,CAMP_D,0
U04516,40,71015,Tier2,Mobile,Paid,7,4,165,5,0,Edge_v119,CAMP_A,0
U04517,37,35889,Tier2,Mobile,Paid,11,3,508,4,0,Firefox_v121,CAMP_B,0
U04518,34,20000,Tier3,Tablet,Direct,8,3,182,1,1,Edge_v119,CAMP_C,0
U04519,26,29976,Tier1,Mobile,Direct,6,4,32,2,1,Safari_v17,CAMP_A,0
U04520,38,57593,Tier1,Desktop,Paid,9,7,127,4,0,Edge_v119,CAMP_D,1
U04521,18,51564,Tier3,Mobile,Organic,11,2,145,2,1,Safari_v17,CAMP_D,0
U04522,18,59221,Tier2,Desktop,Email,11,5,172,1,0,Chrome_v120,CAMP_A,0
U04523,32,40313,Tier3,Desktop,Organic,8,4,542,1,0,Firefox_v121,CAMP_D,0
U04524,29,27245,Tier2,Mobile,Email,7,9,632,2,1,Firefox_v121,CAMP_B,0
U04525,45,65004,Tier3,Mobile,Email,7,4,700,3,1,Safari_v17,CAMP_A,0
U04526,36,54181,Tier2,Desktop,Organic,4,5,17,2,1,Safari_v17,CAMP_B,0
U04527,51,87789,Tier3,Mobile,Direct,10,3,262,0,0,Firefox_v121,CAMP_D,0
U04528,29,38230,Tier3,Mobile,Direct,8,4,20,1,1,Edge_v119,CAMP_B,0
U04529,39,20000,Tier2,Desktop,Direct,5,4,565,1,0,Edge_v119,CAMP_B,0
U04530,32,20000,Tier1,Mobile,Paid,9,5,173,0,0,Edge_v119,CAMP_B,0
U04531,48,47057,Tier1,Mobile,Organic,9,6,593,2,0,Firefox_v121,CAMP_B,0
U04532,32,64650,Tier1,Desktop,Social,9,4,137,2,0,Chrome_v120,CAMP_A,0
U04533,43,52083,Tier1,Mobile,Paid,6,4,441,1,0,Safari_v17,CAMP_D,0
U04534,24,42655,Tier2,Mobile,Organic,7,4,10,3,0,Safari_v17,CAMP_D,0
U04535,30,23044,Tier2,Mobile,Paid,8,6,79,2,0,Firefox_v121,CAMP_C,0
U04536,34,20000,Tier2,Desktop,Social,12,1,14,1,1,Chrome_v120,CAMP_B,0
U04537,47,74635,Tier2,Desktop,Organic,9,4,414,1,1,Firefox_v121,CAMP_B,0
U04538,18,52231,Tier2,Desktop,Paid,4,9,87,1,0,Edge_v119,CAMP_C,0
U04539,31,48140,Tier1,Mobile,Organic,6,1,104,0,0,Edge_v119,CAMP_C,0
U04540,31,23740,Tier1,Mobile,Social,4,3,504,1,0,Safari_v17,CAMP_B,0
U04541,18,33531,Tier1,Mobile,Social,12,2,344,1,0,Safari_v17,CAMP_D,0
U04542,30,61516,Tier2,Mobile,Organic,9,5,963,1,0,Safari_v17,CAMP_C,0
U04543,19,71023,Tier1,Tablet,Direct,15,4,446,2,1,Safari_v17,CAMP_B,0
U04544,18,54255,Tier1,Mobile,Organic,4,6,311,4,1,Edge_v119,CAMP_D,0
U04545,32,136974,Tier2,Mobile,Social,12,6,19,2,0,Edge_v119,CAMP_A,0
U04546,32,42391,Tier3,Mobile,Email,4,10,531,2,1,Chrome_v120,CAMP_C,0
U04547,32,129588,Tier1,Desktop,Email,7,8,163,2,0,Safari_v17,CAMP_C,0
U04548,37,68194,Tier2,Desktop,Organic,9,7,455,0,1,Firefox_v121,CAMP_D,0
U04549,26,63887,Tier2,Desktop,Direct,10,3,38,1,1,Chrome_v120,CAMP_A,0
U04550,52,104769,Tier3,Desktop,Direct,9,8,187,4,0,Chrome_v120,CAMP_D,0
U04551,34,41172,Tier3,Mobile,Social,12,3,568,3,0,Edge_v119,CAMP_C,0
U04552,47,49142,Tier1,Mobile,Paid,8,7,116,3,1,Safari_v17,CAMP_A,0
U04553,18,28735,Tier1,Mobile,Organic,1,7,27,3,1,Chrome_v120,CAMP_B,0
U04554,26,104938,Tier3,Desktop,Social,5,3,1115,0,1,Safari_v17,CAMP_C,0
U04555,41,73225,Tier2,Desktop,Paid,4,4,183,2,0,Edge_v119,CAMP_D,1
U04556,32,115690,Tier2,Mobile,Email,10,6,678,3,1,Chrome_v120,CAMP_D,0
U04557,24,67705,Tier2,Desktop,Paid,7,3,238,1,0,Chrome_v120,CAMP_D,0
U04558,18,116055,Tier2,Desktop,Social,8,3,65,4,0,Firefox_v121,CAMP_D,0
U04559,42,38239,Tier3,Desktop,Organic,10,7,171,0,1,Edge_v119,CAMP_D,0
U04560,41,108265,Tier3,Desktop,Organic,3,7,576,3,1,Firefox_v121,CAMP_C,0
U04561,37,47160,Tier3,Desktop,Organic,4,5,132,4,1,Edge_v119,CAMP_A,0
U04562,30,59965,Tier1,Mobile,Organic,5,6,322,0,0,Firefox_v121,CAMP_D,0
U04563,23,92689,Tier3,Desktop,Paid,8,12,373,2,0,Edge_v119,CAMP_D,1
U04564,34,242002,Tier1,Tablet,Email,6,4,176,3,0,Edge_v119,CAMP_B,0
U04565,21,97932,Tier1,Mobile,Social,11,4,317,4,0,Chrome_v120,CAMP_B,0
U04566,27,103632,Tier3,Desktop,Social,5,9,298,0,1,Firefox_v121,CAMP_A,0
U04567,47,43164,Tier1,Desktop,Social,15,6,357,3,1,Firefox_v121,CAMP_C,0
U04568,18,65788,Tier1,Mobile,Paid,7,3,134,3,1,Firefox_v121,CAMP_C,0
U04569,41,56527,Tier1,Desktop,Paid,10,4,206,1,1,Chrome_v120,CAMP_A,0
U04570,49,139329,Tier3,Mobile,Paid,5,7,161,1,0,Safari_v17,CAMP_A,0
U04571,43,54854,Tier2,Tablet,Social,8,7,10,0,0,Edge_v119,CAMP_A,0
U04572,38,132869,Tier2,Desktop,Organic,6,5,191,4,0,Firefox_v121,CAMP_D,0
U04573,30,27419,Tier1,Mobile,Organic,5,2,53,1,0,Edge_v119,CAMP_C,0
U04574,28,138588,Tier3,Mobile,Social,9,5,1036,1,0,Chrome_v120,CAMP_A,0
U04575,18,35709,Tier3,Desktop,Direct,7,4,134,4,1,Edge_v119,CAMP_B,0
U04576,35,99940,Tier2,Mobile,Social,6,4,158,2,0,Chrome_v120,CAMP_D,0
U04577,30,35646,Tier2,Mobile,Email,11,7,38,4,0,Safari_v17,CAMP_D,0
U04578,28,86769,Tier1,Mobile,Social,10,4,511,1,0,Firefox_v121,CAMP_D,0
U04579,34,33605,Tier3,Mobile,Paid,5,6,773,2,0,Chrome_v120,CAMP_D,0
U04580,35,111512,Tier2,Mobile,Social,6,5,198,3,0,Edge_v119,CAMP_A,0
U04581,28,99423,Tier3,Desktop,Email,6,1,31,2,0,Chrome_v120,CAMP_D,0
U04582,51,41755,Tier2,Tablet,Organic,6,3,11,2,1,Chrome_v120,CAMP_B,0
U04583,42,84698,Tier3,Desktop,Paid,5,4,69,2,0,Safari_v17,CAMP_B,0
U04584,43,105710,Tier3,Desktop,Organic,6,4,158,2,0,Firefox_v121,CAMP_A,0
U04585,33,34406,Tier2,Mobile,Paid,8,1,66,2,0,Chrome_v120,CAMP_D,0
U04586,40,32196,Tier3,Mobile,Email,5,1,29,5,0,Chrome_v120,CAMP_B,0
U04587,26,31483,Tier2,Mobile,Paid,4,4,365,0,1,Edge_v119,CAMP_C,0
U04588,41,28917,Tier1,Desktop,Paid,9,6,254,3,1,Chrome_v120,CAMP_D,1
U04589,32,31393,Tier2,Tablet,Email,6,6,10,3,1,Chrome_v120,CAMP_A,0
U04590,24,104283,Tier3,Desktop,Paid,11,3,216,1,0,Firefox_v121,CAMP_C,0
U04591,34,83676,Tier2,Desktop,Paid,7,3,744,2,0,Firefox_v121,CAMP_D,0
U04592,32,21642,Tier1,Desktop,Email,7,5,550,0,1,Edge_v119,CAMP_C,1
U04593,58,44086,Tier2,Mobile,Paid,10,9,53,1,0,Chrome_v120,CAMP_D,0
U04594,39,29890,Tier2,Mobile,Social,5,1,53,4,1,Chrome_v120,CAMP_D,1
U04595,50,100400,Tier2,Mobile,Organic,11,8,356,1,0,Chrome_v120,CAMP_B,0
U04596,46,45716,Tier2,Mobile,Organic,3,4,238,2,0,Safari_v17,CAMP_C,0
U04597,35,23702,Tier3,Desktop,Paid,7,7,25,1,1,Safari_v17,CAMP_C,0
U04598,30,66310,Tier1,Mobile,Paid,12,6,158,0,0,Edge_v119,CAMP_A,0
U04599,18,86154,Tier2,Desktop,Direct,8,7,600,3,0,Safari_v17,CAMP_A,0
U04600,26,33785,Tier1,Desktop,Direct,12,1,434,2,0,Edge_v119,CAMP_C,0
U04601,41,51075,Tier1,Mobile,Email,9,3,373,2,1,Chrome_v120,CAMP_B,0
U04602,31,34841,Tier3,Mobile,Paid,9,7,107,1,1,Safari_v17,CAMP_B,0
U04603,38,126301,Tier3,Mobile,Direct,8,3,344,1,0,Firefox_v121,CAMP_D,0
U04604,18,46220,Tier2,Mobile,Social,6,5,354,3,1,Safari_v17,CAMP_A,0
U04605,39,38828,Tier3,Desktop,Paid,5,5,370,1,1,Chrome_v120,CAMP_A,0
U04606,45,58058,Tier3,Mobile,Social,8,7,15,1,0,Firefox_v121,CAMP_A,0
U04607,18,52863,Tier3,Desktop,Organic,9,5,410,5,1,Edge_v119,CAMP_D,0
U04608,38,90499,Tier1,Desktop,Organic,8,2,102,4,0,Chrome_v120,CAMP_B,1
U04609,48,124197,Tier3,Desktop,Email,11,6,734,1,0,Firefox_v121,CAMP_A,0
U04610,51,124763,Tier2,Desktop,Social,9,3,846,3,1,Safari_v17,CAMP_D,0
U04611,29,47612,Tier2,Mobile,Paid,13,5,96,1,1,Edge_v119,CAMP_C,0
U04612,42,71902,Tier1,Mobile,Paid,7,6,50,1,0,Safari_v17,CAMP_B,0
U04613,49,146253,Tier2,Mobile,Direct,12,7,353,4,0,Firefox_v121,CAMP_C,0
U04614,39,149671,Tier1,Mobile,Social,13,6,10,5,1,Firefox_v121,CAMP_A,0
U04615,47,35399,Tier1,Tablet,Paid,10,5,525,1,1,Chrome_v120,CAMP_D,0
U04616,34,85420,Tier2,Desktop,Organic,13,6,387,4,0,Edge_v119,CAMP_B,0
U04617,38,77182,Tier3,Mobile,Organic,4,4,118,1,0,Edge_v119,CAMP_A,0
U04618,28,104384,Tier3,Mobile,Direct,8,2,184,3,0,Firefox_v121,CAMP_B,0
U04619,33,126269,Tier2,Mobile,Paid,8,7,1049,1,0,Chrome_v120,CAMP_D,0
U04620,39,32061,Tier3,Desktop,Paid,4,4,827,3,0,Firefox_v121,CAMP_D,0
U04621,28,39560,Tier3,Desktop,Paid,9,7,210,2,0,Firefox_v121,CAMP_A,0
U04622,32,103214,Tier3,Desktop,Email,7,3,542,1,0,Edge_v119,CAMP_B,0
U04623,42,65435,Tier1,Tablet,Social,2,4,29,1,1,Safari_v17,CAMP_D,0
U04624,55,20000,Tier2,Mobile,Social,6,4,58,0,0,Safari_v17,CAMP_B,0
U04625,18,22031,Tier3,Mobile,Paid,5,9,213,1,1,Edge_v119,CAMP_B,0
U04626,54,89102,Tier2,Mobile,Organic,3,6,313,1,0,Chrome_v120,CAMP_C,0
U04627,32,99058,Tier2,Mobile,Direct,10,8,255,2,1,Edge_v119,CAMP_A,0
U04628,44,26643,Tier2,Tablet,Direct,6,3,52,2,1,Chrome_v120,CAMP_A,0
U04629,46,115786,Tier2,Desktop,Direct,11,8,1007,2,1,Edge_v119,CAMP_B,0
U04630,50,53194,Tier2,Desktop,Direct,10,4,540,3,1,Chrome_v120,CAMP_C,0
U04631,27,32419,Tier1,Mobile,Email,6,4,254,3,0,Firefox_v121,CAMP_B,0
U04632,32,42779,Tier2,Mobile,Social,7,3,46,3,0,Firefox_v121,CAMP_A,0
U04633,34,28748,Tier3,Mobile,Email,11,6,820,2,1,Chrome_v120,CAMP_A,0
U04634,31,41375,Tier3,Mobile,Social,9,1,253,3,0,Edge_v119,CAMP_B,0
U04635,48,20000,Tier1,Desktop,Organic,9,3,96,2,1,Firefox_v121,CAMP_B,0
U04636,34,57279,Tier3,Mobile,Paid,8,8,184,1,0,Edge_v119,CAMP_B,1
U04637,18,85158,Tier2,Desktop,Direct,10,9,86,4,1,Safari_v17,CAMP_A,0
U04638,28,26676,Tier2,Desktop,Paid,8,5,55,4,1,Firefox_v121,CAMP_B,0
U04639,19,60488,Tier3,Mobile,Email,8,5,302,1,1,Edge_v119,CAMP_B,0
U04640,32,36945,Tier3,Desktop,Organic,6,5,56,2,0,Edge_v119,CAMP_D,0
U04641,41,89436,Tier3,Mobile,Paid,8,5,84,0,1,Safari_v17,CAMP_A,1
U04642,28,20000,Tier2,Desktop,Paid,6,7,126,0,1,Edge_v119,CAMP_B,0
U04643,30,91778,Tier3,Desktop,Organic,9,7,659,4,1,Chrome_v120,CAMP_C,0
U04644,32,20117,Tier1,Tablet,Organic,5,8,674,1,0,Firefox_v121,CAMP_A,0
U04645,36,52787,Tier3,Mobile,Organic,8,7,99,1,0,Chrome_v120,CAMP_B,0
U04646,40,39130,Tier3,Mobile,Email,8,5,81,1,0,Safari_v17,CAMP_B,0
U04647,43,48222,Tier2,Mobile,Organic,10,4,367,4,0,Chrome_v120,CAMP_D,0
U04648,57,23917,Tier1,Mobile,Organic,4,5,249,2,1,Edge_v119,CAMP_D,0
U04649,36,162118,Tier3,Desktop,Organic,9,3,276,2,1,Safari_v17,CAMP_A,0
U04650,42,27668,Tier1,Tablet,Social,8,4,1022,2,0,Safari_v17,CAMP_D,0
U04651,19,29010,Tier1,Mobile,Social,7,5,618,3,0,Chrome_v120,CAMP_D,0
U04652,31,175763,Tier3,Mobile,Social,9,3,188,2,0,Safari_v17,CAMP_A,0
U04653,32,72665,Tier2,Mobile,Paid,7,8,399,5,0,Chrome_v120,CAMP_C,0
U04654,24,28210,Tier3,Mobile,Organic,7,2,269,4,0,Chrome_v120,CAMP_B,0
U04655,29,55421,Tier2,Mobile,Social,13,6,823,1,0,Chrome_v120,CAMP_B,0
U04656,33,51977,Tier1,Mobile,Email,11,6,141,2,1,Safari_v17,CAMP_D,0
U04657,29,21750,Tier3,Desktop,Organic,4,8,319,1,1,Safari_v17,CAMP_B,0
U04658,61,37988,Tier2,Mobile,Paid,4,7,237,0,0,Firefox_v121,CAMP_D,0
U04659,40,58933,Tier1,Mobile,Organic,9,4,343,1,0,Chrome_v120,CAMP_A,0
U04660,55,128008,Tier3,Desktop,Organic,9,7,14,1,0,Chrome_v120,CAMP_A,0
U04661,49,53460,Tier2,Mobile,Social,8,6,238,1,0,Chrome_v120,CAMP_A,0
U04662,28,55927,Tier2,Desktop,Paid,7,7,307,3,1,Chrome_v120,CAMP_B,0
U04663,35,36713,Tier2,Desktop,Organic,5,4,657,2,1,Chrome_v120,CAMP_D,0
U04664,30,115558,Tier3,Desktop,Paid,6,2,498,2,0,Chrome_v120,CAMP_D,0
U04665,33,102887,Tier3,Mobile,Direct,7,3,312,0,0,Chrome_v120,CAMP_B,0
U04666,25,96143,Tier3,Mobile,Email,7,5,485,7,1,Firefox_v121,CAMP_A,1
U04667,30,64029,Tier1,Desktop,Email,3,0,265,3,1,Firefox_v121,CAMP_C,0
U04668,38,22945,Tier3,Desktop,Paid,13,3,279,4,0,Edge_v119,CAMP_D,0
U04669,38,114921,Tier2,Mobile,Social,3,4,125,2,0,Chrome_v120,CAMP_D,0
U04670,37,61969,Tier2,Mobile,Paid,6,5,213,1,0,Chrome_v120,CAMP_B,0
U04671,34,49753,Tier2,Mobile,Organic,5,5,42,3,0,Firefox_v121,CAMP_C,0
U04672,43,78360,Tier3,Mobile,Paid,11,7,207,1,1,Firefox_v121,CAMP_A,1
U04673,32,68494,Tier3,Desktop,Social,7,0,133,3,1,Chrome_v120,CAMP_D,0
U04674,48,31523,Tier1,Mobile,Organic,8,8,89,1,1,Chrome_v120,CAMP_B,0
U04675,18,49390,Tier2,Mobile,Email,10,4,432,1,0,Firefox_v121,CAMP_C,0
U04676,41,20000,Tier3,Desktop,Organic,10,4,151,2,1,Firefox_v121,CAMP_B,0
U04677,39,63045,Tier1,Mobile,Paid,11,5,272,3,0,Edge_v119,CAMP_C,0
U04678,28,132996,Tier3,Desktop,Organic,7,7,112,0,0,Edge_v119,CAMP_B,0
U04679,31,20386,Tier2,Desktop,Paid,10,3,166,0,0,Chrome_v120,CAMP_C,0
U04680,39,64678,Tier2,Mobile,Organic,8,8,74,2,0,Firefox_v121,CAMP_D,0
U04681,44,89418,Tier1,Desktop,Organic,10,7,186,3,0,Edge_v119,CAMP_C,1
U04682,18,97715,Tier1,Desktop,Paid,6,6,323,0,1,Chrome_v120,CAMP_A,0
U04683,41,38264,Tier3,Mobile,Paid,9,7,157,0,1,Edge_v119,CAMP_D,0
U04684,30,30904,Tier1,Mobile,Paid,7,5,182,3,1,Edge_v119,CAMP_A,0
U04685,46,42098,Tier3,Mobile,Organic,7,5,161,2,0,Edge_v119,CAMP_D,0
U04686,18,122335,Tier2,Tablet,Paid,10,4,246,4,1,Safari_v17,CAMP_C,0
U04687,59,21466,Tier1,Desktop,Paid,7,4,132,1,0,Chrome_v120,CAMP_D,0
U04688,26,28866,Tier1,Mobile,Paid,7,3,16,5,0,Edge_v119,CAMP_B,0
U04689,49,45466,Tier2,Desktop,Email,7,5,432,2,1,Chrome_v120,CAMP_C,0
U04690,34,33342,Tier3,Mobile,Paid,11,3,92,0,1,Chrome_v120,CAMP_B,0
U04691,26,58395,Tier2,Desktop,Paid,12,6,283,3,1,Firefox_v121,CAMP_B,0
U04692,37,139904,Tier2,Desktop,Direct,5,5,564,3,1,Chrome_v120,CAMP_B,0
U04693,45,29077,Tier2,Mobile,Email,9,3,373,2,0,Edge_v119,CAMP_B,0
U04694,19,54840,Tier2,Desktop,Direct,12,7,115,2,0,Chrome_v120,CAMP_A,0
U04695,42,59578,Tier2,Desktop,Social,13,5,222,2,1,Firefox_v121,CAMP_C,0
U04696,34,48983,Tier3,Desktop,Paid,8,1,183,1,0,Safari_v17,CAMP_B,0
U04697,40,23224,Tier2,Mobile,Organic,5,7,45,1,0,Safari_v17,CAMP_A,0
U04698,35,40835,Tier2,Desktop,Social,8,6,118,1,1,Firefox_v121,CAMP_D,0
U04699,29,40908,Tier1,Tablet,Direct,7,4,152,4,0,Edge_v119,CAMP_B,0
U04700,23,87561,Tier3,Mobile,Social,8,4,36,2,1,Edge_v119,CAMP_B,0
U04701,41,77014,Tier1,Mobile,Email,4,6,52,0,0,Edge_v119,CAMP_A,0
